Date,County,Town,Village,VillageID,VillageLon,VillageLat,BI,BILv,HI,HILv,CI,CILv,LI,LILv,AI,Con100HH
2016/06/23,高雄市,梓官區,大舍里,6402900-011,120.257955,22.74989679,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,高雄市,大寮區,中庄里,6401400-009,120.396576,22.63124463,0.925,1,0.925,1,1.886,1,27.777,3,0.0000,0.92
2016/06/23,高雄市,大寮區,中庄里,6401400-009,120.396576,22.63124463,0.925,1,0.925,1,1.886,1,0.000,0,0.0000,0.92
2016/06/23,南投縣,草屯鎮,御史里,1000803-007,120.7020672,23.99502594,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,彰化縣,大城鄉,永和村,1000724-008,120.3038356,23.83920053,2.000,1,2.000,1,7.142,3,0.000,0,0.0200,2.00
2016/06/23,新竹市,香山區,南港里,1001803-023,120.8897936,24.74117728,2.000,1,2.000,1,4.166,2,0.000,0,0.0000,2.00
2016/06/23,新竹市,香山區,中隘里,1001803-020,120.9209065,24.72739974,12.000,3,6.000,2,12.765,4,0.000,0,0.0000,12.00
2016/06/23,台南市,南區,廣州里,6703300-005,120.1934669,22.98476854,2.000,1,2.000,1,5.263,2,20.000,3,0.0000,2.00
2016/06/23,台中市,清水區,西社里,6601200-009,120.5669771,24.27049523,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台中市,西區,公益里,6600400-020,120.6587562,24.14877406,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台北市,信義區,黎順里,6300200-038,121.557284,25.02445047,4.166,1,4.166,2,10.714,4,0.000,0,0.0000,4.16
2016/06/23,台北市,文山區,樟樹里,6300800-043,121.5608227,24.98304585,1.587,1,1.587,1,0.847,1,0.000,0,0.0000,1.58
2016/06/23,台中市,豐原區,頂街里,6600900-002,120.7204566,24.25213445,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台中市,后里區,月眉里,6601500-017,120.7053656,24.32343469,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台南市,永康區,六合里,6703100-031,120.2307789,23.01031234,4.000,1,4.000,2,20.000,5,40.000,4,0.0000,4.00
2016/06/23,台南市,永康區,光復里,6703100-028,120.2445647,22.99958632,22.000,4,16.000,3,28.205,7,1510.000,7,0.1000,22.00
2016/06/23,台南市,北區,大山里,6703400-010,120.2133772,23.00921628,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台南市,北區,開元里,6703400-001,120.2222016,23.01351908,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台南市,中西區,青年里,6703700-014,120.2086366,22.99258574,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台南市,中西區,五妃里,6703700-006,120.2054778,22.98377578,6.000,2,4.000,2,23.076,6,80.000,4,0.0000,6.00
2016/06/23,台南市,龍崎區,土崎里,6703000-002,120.3813159,22.99323962,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台南市,永康區,塩行里,6703100-010,120.2409629,23.03763515,3.500,1,3.500,2,12.280,4,64.000,4,0.0050,3.50
2016/06/23,台南市,北區,興南里,6703400-030,120.2086473,23.00411557,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台南市,北區,興南里,6703400-030,120.2086473,23.00411557,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,屏東縣,新園鄉,瓦磘村,1001317-001,120.473848,22.54968276,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,新竹縣,新埔鎮,南平里,1000403-013,121.0680206,24.84911104,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台東縣,長濱鄉,忠勇村,1001408-003,121.4250634,23.33215582,2.000,1,2.000,1,9.090,3,0.000,0,0.0000,2.00
2016/06/23,台東縣,海端鄉,廣原村,1001412-001,121.1783308,23.17366374,2.000,1,2.000,1,14.285,4,0.000,0,0.0000,2.00
2016/06/23,嘉義縣,鹿草鄉,竹山村,1001011-012,120.2732621,23.4023601,0.000,0,0.000,0,,,0.000,0,0.0000,0.00
2016/06/23,新竹縣,竹東鎮,中山里,1000402-020,121.0902764,24.73185249,1.694,1,1.694,1,25.000,6,16.949,3,0.0000,1.69
2016/06/23,新竹縣,新埔鎮,下寮里,1000403-012,121.0345051,24.84787947,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,新竹縣,竹東鎮,軟橋里,1000402-003,121.097461,24.69455706,3.448,1,3.448,1,28.571,7,51.724,4,0.0000,3.44
2016/06/23,桃園市,觀音區,上大里,6801200-016,121.149032,24.98407999,2.000,1,2.000,1,10.000,4,2.000,1,0.0000,2.00
2016/06/23,屏東縣,佳冬鄉,玉光村,1001321-006,120.5589735,22.427266,1.724,1,1.724,1,7.692,3,0.000,0,0.0000,1.72
2016/06/23,屏東縣,萬巒鄉,五溝村,1001312-007,120.6004559,22.59519744,7.272,2,3.636,2,17.391,5,114.545,5,0.0000,7.27
2016/06/23,屏東縣,萬巒鄉,萬全村,1001312-002,120.5794854,22.56780118,7.272,2,7.272,2,10.526,4,49.090,4,0.0000,7.27
2016/06/23,花蓮縣,富里鄉,萬寧村,1001510-003,121.3138965,23.24179173,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台南市,東區,路東里,6703200-015,120.2136643,22.98030872,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台南市,東區,東光里,6703200-008,120.2306164,22.99256481,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台南市,安平區,怡平里,6703600-006,120.1772042,22.99413569,2.000,1,2.000,1,25.000,6,20.000,3,0.0000,2.00
2016/06/23,台南市,佳里區,子龍里,6701200-020,120.2085537,23.17064101,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台南市,安平區,平安里,6703600-015,120.1757518,22.99875307,4.000,1,4.000,2,20.000,5,10.000,2,0.0000,4.00
2016/06/23,台中市,東區,干城里,6600200-005,120.6898109,24.14099925,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台中市,大甲區,義和里,6601100-012,120.6150958,24.33893262,3.703,1,3.703,2,2.666,2,0.000,0,0.0000,3.70
2016/06/23,台北市,信義區,四維里,6300200-017,121.5766388,25.04438313,4.477,1,4.477,2,6.250,3,0.000,0,0.0000,4.47
2016/06/23,台北市,中山區,朱園里,6300400-036,121.5348055,25.04873056,1.923,1,1.923,1,2.222,1,1.923,1,0.0000,1.92
2016/06/23,台中市,沙鹿區,鹿寮里,6601300-008,120.563313,24.24696084,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台中市,東區,富仁里,6600200-015,120.689065,24.14483251,2.000,1,2.000,1,25.000,6,0.000,0,0.0000,2.00
2016/06/23,台中市,中區,繼光里,6600100-001,120.6832012,24.13954179,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台中市,中區,中華里,6600100-008,120.6762142,24.14471828,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,高雄市,大寮區,山頂里,6401400-017,120.3890152,22.60789187,4.000,1,4.000,2,10.526,4,0.000,0,0.0000,4.00
2016/06/23,高雄市,大寮區,山頂里,6401400-017,120.3890152,22.60789187,4.000,1,4.000,2,10.526,4,30.000,3,0.0000,4.00
2016/06/23,高雄市,三民區,鼎泰里,6400500-007,120.3158142,22.66362026,4.000,1,4.000,2,14.285,4,8.000,2,0.0000,4.00
2016/06/23,高雄市,大社區,保社里,6401600-002,120.3506968,22.74595003,3.000,1,3.000,1,20.000,5,14.000,3,0.0000,3.00
2016/06/23,彰化縣,溪州鄉,成功村,1000726-012,120.5494568,23.81921421,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,彰化縣,芬園鄉,茄荖村,1000709-005,120.6457304,24.02006283,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,彰化縣,芳苑鄉,後寮村,1000723-005,120.3467079,23.91891407,2.000,1,2.000,1,7.692,3,0.000,0,0.0200,2.00
2016/06/23,苗栗縣,西湖鄉,三湖村,1000514-007,120.7459721,24.55216733,2.000,1,2.000,1,3.703,2,10.000,2,0.0000,2.00
2016/06/23,新竹市,北區,仁德里,1001802-002,120.9642117,24.80643493,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,新竹市,北區,中興里,1001802-009,120.965855,24.80680418,2.000,1,2.000,1,11.111,4,0.000,0,0.0000,2.00
2016/06/23,新北市,淡水區,竹圍里,6501000-018,121.4592653,25.13672489,4.000,1,4.000,2,20.000,5,0.000,0,0.0000,4.00
2016/06/23,新北市,淡水區,福德里,6501000-017,121.4622287,25.1291859,2.000,1,2.000,1,6.250,3,0.000,0,0.0000,2.00
2016/06/23,澎湖縣,馬公市,虎井里,1001601-033,119.5259164,23.49047336,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,澎湖縣,湖西鄉,湖西村,1001602-001,119.6561071,23.58286032,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,澎湖縣,湖西鄉,許家村,1001602-014,119.6104076,23.58577953,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,澎湖縣,馬公市,陽明里,1001601-012,119.5749916,23.56989079,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,屏東縣,潮州鎮,光華里,1001302-005,120.5449302,22.54585827,1.923,1,1.923,1,6.666,3,32.692,4,0.0000,1.92
2016/06/23,宜蘭縣,三星鄉,萬德村,1000210-012,121.6542452,24.67986289,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,嘉義縣,梅山鄉,太興村,1001015-014,120.6338756,23.54467605,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,新竹縣,芎林鄉,石潭村,1000407-005,121.1011198,24.75433753,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,屏東縣,恆春鎮,網紗里,1001304-005,120.7616827,22.02741305,3.773,1,3.773,2,8.000,3,94.339,4,0.0000,3.77
2016/06/23,新北市,土城區,員信里,6501300-037,121.4428918,24.97497693,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,新北市,三峽區,溪北里,6500900-017,121.4033593,24.9421606,2.000,1,2.000,1,2.857,2,0.000,0,0.0000,2.00
2016/06/23,桃園市,觀音區,大堀里,6801200-013,121.1306163,25.0039423,2.000,1,2.000,1,4.545,2,2.000,1,0.0000,2.00
2016/06/23,桃園市,中壢區,忠福里,6800200-036,121.2294448,24.97404229,1.639,1,1.639,1,0.869,1,0.000,0,0.0000,1.63
2016/06/23,嘉義市,東區,過溝里,1002001-056,120.4518749,23.47583698,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,嘉義市,東區,興南里,1002001-047,120.4554805,23.4718802,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,新北市,三重區,信安里,6500200-074,121.4924141,25.07086126,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,新北市,三重區,瑞德里,6500200-081,121.4985904,25.07498996,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,澎湖縣,望安鄉,水垵村,1001605-004,#N/A,#N/A,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,雲林縣,水林鄉,欍埔村,1000920-021,120.2113257,23.51846737,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,屏東縣,恆春鎮,水泉里,1001304-014,120.7239507,21.94084811,7.692,2,7.692,3,17.391,5,178.846,5,0.0000,7.69
2016/06/23,宜蘭縣,三星鄉,人和村,1000210-005,121.6311134,24.67426778,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,宜蘭縣,五結鄉,大吉村,1000209-009,121.7971919,24.70376432,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,宜蘭縣,五結鄉,中興村,1000209-005,121.7791484,24.69334475,0.000,0,0.000,0,,,0.000,0,0.0000,0.00
2016/06/23,屏東縣,屏東市,空翔里,1001301-074,120.4821081,22.67992962,8.000,2,6.666,2,17.647,5,126.666,5,0.0000,8.00
2016/06/23,新北市,永和區,新生里,6500400-041,121.5053252,25.01501683,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,新竹市,北區,西門里,1001802-001,120.9643073,24.80500806,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,新北市,淡水區,民生里,6501000-019,121.4687551,25.14351244,4.000,1,4.000,2,20.000,5,0.000,0,0.0000,4.00
2016/06/23,新北市,三重區,順德里,6500200-079,121.5003078,25.07630038,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,新竹縣,芎林鄉,文林村,1000407-009,121.0860129,24.76493831,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,桃園市,平鎮區,金陵里,6801000-039,121.2225404,24.94190139,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,桃園市,龜山區,南美里,6800700-021,121.3003671,25.04560378,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台南市,安南區,州南里,6703500-004,120.2193022,23.05954798,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台南市,永康區,五王里,6703100-001,120.2346378,23.0116444,6.000,2,6.000,2,13.043,4,40.000,4,0.0000,6.00
2016/06/23,高雄市,美濃區,東門里,6403100-012,120.5518021,22.89723678,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,苗栗縣,通霄鎮,通南里,1000503-006,120.6749637,24.48022597,2.000,1,2.000,1,9.090,3,0.000,0,0.0000,2.00
2016/06/23,彰化縣,福興鄉,秀厝村,1000706-011,120.428303,24.02672401,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,高雄市,鳥松區,大華里,6401800-003,120.3407412,22.65689087,2.000,1,2.000,1,9.090,3,8.000,2,0.0000,2.00
2016/06/23,南投縣,集集鎮,林尾里,1000805-003,120.7701434,23.82328805,2.000,1,2.000,1,7.692,3,0.000,0,0.0000,2.00
2016/06/23,南投縣,仁愛鄉,中正村,1000813-002,121.0127126,23.87915183,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,彰化縣,埤頭鄉,陸嘉村,1000722-013,120.4679417,23.85741775,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,高雄市,小港區,港后里,6401100-006,120.3345583,22.57083708,6.250,2,6.250,2,6.976,3,55.555,4,0.0000,6.25
2016/06/23,新竹市,東區,中正里,1001801-012,120.9699441,24.80535905,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,高雄市,仁武區,仁武里,6401700-006,120.3450985,22.69859101,2.000,1,0.000,0,8.333,3,0.000,0,0.0000,2.00
2016/06/23,高雄市,仁武區,仁武里,6401700-006,120.3450985,22.69859101,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台南市,安平區,億載里,6703600-012,120.1600333,22.99105083,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台南市,安平區,金城里,6703600-002,120.1499649,22.99603874,6.000,2,6.000,2,27.272,6,70.000,4,0.0000,6.00
2016/06/23,台南市,東區,文聖里,6703200-045,120.2430964,22.9838567,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台南市,南區,喜北里,6703300-015,120.1765347,22.94795608,2.000,1,2.000,1,4.545,2,20.000,3,0.0000,2.00
2016/06/23,台北市,士林區,義信里,6301100-002,121.5240783,25.08674999,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台中市,大甲區,文曲里,6601100-014,120.5999495,24.32411895,3.773,1,3.773,2,2.247,1,0.000,0,0.0000,3.77
2016/06/23,台中市,清水區,高東里,6601200-020,120.5821354,24.31150279,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台北市,內湖區,紫雲里,6301000-016,121.5971262,25.0776053,2.631,1,1.315,1,22.222,6,0.000,0,0.0000,2.63
2016/06/23,台北市,信義區,中坡里,6300200-024,121.5839709,25.03674203,1.754,1,1.754,1,22.222,6,0.000,0,0.0000,1.75
2016/06/23,台中市,東勢區,上新里,6601000-006,120.8331671,24.25475723,2.000,1,2.000,1,12.500,4,0.000,0,0.0000,2.00
2016/06/23,台中市,豐原區,北陽里,6600900-027,120.7379972,24.24529145,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台南市,中西區,萬昌里,6703700-019,120.2096721,22.99046749,2.000,1,2.000,1,20.000,5,10.000,2,0.0000,2.00
2016/06/23,台南市,北區,興北里,6703400-017,120.2122067,23.00592861,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台南市,東區,新東里,6703200-009,120.225031,22.98646969,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台南市,東區,崇善里,6703200-019,120.2304997,22.9738805,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台南市,中西區,萬昌里,6703700-019,120.2096721,22.99046749,2.000,1,2.000,1,8.333,3,20.000,3,0.0000,2.00
2016/06/23,台中市,西區,藍興里,6600400-008,120.6689233,24.1328157,2.000,1,2.000,1,8.333,3,0.000,0,0.0000,2.00
2016/06/23,屏東縣,萬巒鄉,萬巒村,1001312-001,120.5640704,22.57527053,8.928,2,7.142,2,9.615,4,44.642,4,0.0357,8.92
2016/06/23,屏東縣,萬巒鄉,佳佐村,1001312-011,120.5977857,22.56243015,14.545,3,10.909,3,17.021,5,520.000,6,0.0545,14.54
2016/06/23,屏東縣,萬巒鄉,佳和村,1001312-012,120.59341,22.57631531,16.666,3,5.000,2,37.037,8,315.000,6,0.0166,16.66
2016/06/23,屏東縣,佳冬鄉,萬建村,1001321-004,120.5584831,22.42389042,1.960,1,1.960,1,14.285,4,0.000,0,0.0000,1.96
2016/06/23,花蓮縣,富里鄉,竹田村,1001510-005,121.307642,23.20875187,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/23,台東縣,長濱鄉,長濱村,1001408-004,121.4480013,23.31971529,2.000,1,2.000,1,5.000,2,0.000,0,0.0000,2.00
2016/06/23,屏東縣,春日鄉,士文村,1001331-003,120.7068058,22.3813849,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,台南市,永康區,勝利里,6703100-026,120.2325708,23.00359605,10.000,3,10.000,3,18.518,5,150.000,5,0.0000,10.00
2016/06/24,台南市,東區,自強里,6703200-013,120.2328008,22.98236368,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,台南市,北區,華興里,6703400-006,120.2252422,23.00753772,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,台中市,后里區,墩東里,6601500-006,120.7172726,24.30575892,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,台北市,中正區,螢雪里,6300500-010,121.5148468,25.024053,1.666,1,1.666,1,7.692,3,0.000,0,0.0000,1.66
2016/06/24,台北市,士林區,葫蘆里,6301100-017,121.5060318,25.08397107,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,基隆市,中正區,長潭里,1001701-021,121.8024482,25.14201591,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,雲林縣,西螺鎮,福田里,1000904-016,120.4342251,23.78194649,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,雲林縣,北港鎮,東華里,1000906-003,120.3053836,23.56678377,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,苗栗縣,西湖鄉,五湖村,1000514-003,120.7755169,24.52381478,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,高雄市,大社區,保安里,6401600-009,120.3575797,22.73857433,8.000,2,8.000,3,80.000,9,36.000,4,0.0000,8.00
2016/06/24,桃園市,大溪區,員林里,6800300-020,121.2676763,24.88754516,10.526,3,8.771,3,13.953,4,0.000,0,0.0000,10.52
2016/06/24,桃園市,中壢區,振興里,6800200-052,121.2295976,24.93732104,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,新北市,樹林區,樹福里,6500700-030,121.4233734,24.99294811,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,新北市,樹林區,樹北里,6500700-027,121.4259307,24.99204674,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,新北市,板橋區,江翠里,6500100-029,121.4694308,25.03033486,0.000,0,0.000,0,,,0.000,0,0.0000,0.00
2016/06/24,嘉義市,西區,書院里,1002002-031,120.4414848,23.47692518,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,新北市,板橋區,文化里,6500100-104,121.4682102,25.02782614,0.000,0,0.000,0,,,0.000,0,0.0000,0.00
2016/06/24,新北市,板橋區,松柏里,6500100-118,121.4760889,25.02925951,0.000,0,0.000,0,,,0.000,0,0.0000,0.00
2016/06/24,新北市,板橋區,柏翠里,6500100-041,121.4769881,25.03666721,0.000,0,0.000,0,,,0.000,0,0.0000,0.00
2016/06/24,基隆市,中山區,通化里,1001705-009,121.7408619,25.14528954,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,基隆市,信義區,義和里,1001707-006,121.7579617,25.1315592,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,新北市,新店區,安和里,6500600-056,121.5180716,24.97513606,14.000,3,6.000,2,10.000,4,14.000,3,0.0000,14.00
2016/06/24,屏東縣,東港鎮,興東里,1001303-019,120.4671344,22.47534778,5.882,2,5.882,2,15.789,5,254.901,5,0.0000,5.88
2016/06/24,嘉義縣,中埔鄉,塩舘村,1001013-002,120.5382475,23.42972413,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,嘉義縣,水上鄉,粗溪村,1001012-006,120.3956521,23.4488505,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,嘉義縣,水上鄉,龍德村,1001012-013,120.3843262,23.42480077,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,新北市,土城區,學士里,6501300-042,121.4532788,24.98247609,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,屏東縣,萬丹鄉,萬惠村,1001305-002,120.4828401,22.58548834,8.620,2,8.620,3,31.250,7,0.000,0,0.0000,8.62
2016/06/24,屏東縣,長治鄉,復興村,1001306-008,120.551929,22.68435111,6.000,2,6.000,2,18.181,5,0.000,0,0.0000,6.00
2016/06/24,澎湖縣,西嶼鄉,小門村,1001604-003,#N/A,#N/A,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,屏東縣,來義鄉,南和村,1001330-007,120.6640429,22.46123595,9.748,3,6.603,2,20.805,6,261.949,5,0.0188,9.74
2016/06/24,屏東縣,新埤鄉,餉潭村,1001315-007,120.6102312,22.49131632,13.207,3,7.547,3,14.583,5,105.660,5,0.0188,13.20
2016/06/24,屏東縣,新埤鄉,箕湖村,1001315-006,120.595706,22.4652777,5.357,2,3.571,2,9.090,3,44.642,4,0.0000,5.35
2016/06/24,新竹縣,竹東鎮,東華里,1000402-008,121.0891294,24.73663899,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,花蓮縣,花蓮市,國安里,1001501-030,121.6047455,23.98483246,0.000,0,0.000,0,,,0.000,0,0.0000,0.00
2016/06/24,屏東縣,新埤鄉,南豐村,1001315-004,120.559298,22.50064521,1.960,1,1.960,1,2.439,1,5.882,2,0.0000,1.96
2016/06/24,屏東縣,南州鄉,溪洲村,1001320-001,120.5050205,22.49002939,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,屏東縣,枋寮鄉,天時村,1001316-007,120.6027454,22.39470918,1.980,1,1.980,1,11.764,4,0.000,0,0.0000,1.98
2016/06/24,屏東縣,枋寮鄉,人和村,1001316-009,120.5997045,22.38118185,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,嘉義縣,水上鄉,三鎮村,1001012-010,120.3864574,23.41144147,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,澎湖縣,馬公市,復興里,1001601-002,119.5610668,23.564057,2.000,1,2.000,1,10.000,4,30.000,3,0.0000,2.00
2016/06/24,嘉義市,東區,長竹里,1002001-043,120.476416,23.48079339,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,新北市,板橋區,青翠里,6500100-047,121.4787422,25.03297622,0.000,0,0.000,0,,,0.000,0,0.0000,0.00
2016/06/24,新北市,板橋區,龍翠里,6500100-042,121.4779724,25.02697513,0.000,0,0.000,0,,,0.000,0,0.0000,0.00
2016/06/24,桃園市,桃園區,文明里,6800100-002,121.308714,24.98934355,2.000,1,2.000,1,25.000,6,0.000,0,0.0000,2.00
2016/06/24,桃園市,中壢區,忠孝里,6800200-057,121.2547412,24.97813043,1.818,1,1.818,1,0.833,1,0.000,0,0.0000,1.81
2016/06/24,桃園市,大溪區,三元里,6800300-024,121.2707989,24.88144413,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,新北市,永和區,福林里,6500400-001,121.5226523,25.00876543,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,新北市,土城區,永豐里,6501300-014,121.4621976,24.98188654,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,新北市,樹林區,樹德里,6500700-008,121.4207672,24.99384801,1.666,1,1.666,1,25.000,6,0.000,0,0.0000,1.66
2016/06/24,新北市,汐止區,自強里,6501100-031,121.6571183,25.06082049,0.000,0,0.000,0,,,0.000,0,0.0000,0.00
2016/06/24,屏東縣,恆春鎮,墾丁里,1001304-016,120.8014895,21.96005365,6.000,2,4.000,2,8.108,3,96.000,4,0.0000,6.00
2016/06/24,新竹縣,峨眉鄉,富興村,1000411-004,120.9818804,24.69748473,4.000,1,4.000,2,10.000,4,4.000,2,0.0000,4.00
2016/06/24,澎湖縣,湖西鄉,湖西村,1001602-001,119.6561071,23.58286032,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,澎湖縣,馬公市,虎井里,1001601-033,119.5259164,23.49047336,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,嘉義市,西區,劉厝里,1002002-021,120.4191188,23.46534295,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/06/24,新北市,永和區,福和里,6500400-038,121.5184991,25.00548044,2.000,1,2.000,1,25.000,6,2.000,1,0.0000,2.00
2016/06/24,新北市,板橋區,聯翠里,6500100-032,121.4678914,25.02540427,0.000,0,0.000,0,,,0.000,0,0.0000,0.00
2016/06/24,高雄市,旗津區,中華里,6401000-006,120.2710488,22.60603898,6.000,2,6.000,2,14.285,4,90.000,4,0.0000,6.00
2016/06/24,苗栗縣,泰安鄉,梅園村,1000518-006,121.1150343,24.4164593,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
