Date,County,Town,Village,VillageID,VillageLon,VillageLat,BI,BILv,HI,HILv,CI,CILv,LI,LILv,AI,Con100HH
2016/05/02,高雄市,三民區,豐裕里,6400500-081,120.2896437,22.63915263,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/02,高雄市,三民區,本館里,6400500-008,120.3308516,22.65601449,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/02,新竹市,北區,南寮里,1001802-024,120.9260907,24.84689398,6.000,2,4.000,2,20.000,5,0.000,0,0.0000,6.00
2016/05/02,高雄市,小港區,小港里,6401100-001,120.3384539,22.55906108,2.836,1,2.836,1,3.076,2,21.276,3,0.0000,2.83
2016/05/02,嘉義縣,布袋鎮,西安里,1001003-019,120.1818121,23.41024556,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/02,嘉義縣,布袋鎮,中安里,1001003-021,120.1925785,23.41460928,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/02,台東縣,成功鎮,博愛里,1001402-001,121.374197,23.21186986,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,新北市,板橋區,溪北里,6500100-100,121.4287215,24.99006458,0.000,0,0.000,0,,,0.000,0,0.0000,0.00
2016/05/03,南投縣,國姓鄉,北港村,1000810-004,120.9204199,24.07532091,2.000,1,2.000,1,11.111,4,0.000,0,0.0000,2.00
2016/05/03,高雄市,三民區,寶國里,6400500-022,120.3394034,22.64137683,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,高雄市,大寮區,內坑里,6401400-002,120.3865374,22.59229014,5.172,2,5.172,2,17.647,5,120.689,5,0.0000,5.17
2016/05/03,高雄市,大寮區,內坑里,6401400-002,120.3865374,22.59229014,5.172,2,5.172,2,17.647,5,0.000,0,0.0000,5.17
2016/05/03,台北市,信義區,國業里,6300200-020,121.5769459,25.03731803,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,台北市,中正區,光復里,6300500-023,121.5113014,25.04536739,1.666,1,1.666,1,6.666,3,0.000,0,0.0000,1.66
2016/05/03,台北市,中正區,東門里,6300500-028,121.521264,25.03809053,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,台北市,中山區,正義里,6300400-002,121.5268165,25.05011934,1.960,1,1.960,1,2.325,1,1.960,1,0.0000,1.96
2016/05/03,台北市,北投區,東華里,6301200-012,121.5107478,25.12145403,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,台北市,大安區,黎元里,6300300-046,121.5528733,25.01611466,2.000,1,2.000,1,2.777,2,0.000,0,0.0000,2.00
2016/05/03,台南市,東區,大學里,6703200-023,120.2219216,22.99636666,2.000,1,2.000,1,5.882,3,10.000,2,0.0000,2.00
2016/05/03,台南市,南區,大成里,6703300-004,120.1992017,22.97968244,2.000,1,2.000,1,3.125,2,20.000,3,0.0000,2.00
2016/05/03,桃園市,中壢區,內壢里,6800200-005,121.261243,24.97762388,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,新北市,萬里區,野柳里,6502800-003,121.669963,25.19910559,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,新北市,林口區,菁湖里,6501700-004,121.3892983,25.08362781,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,新北市,新莊區,全泰里,6500500-060,121.4470563,25.03680972,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,新北市,永和區,正興里,6500400-053,121.5159461,25.01089081,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,宜蘭縣,南澳鄉,金岳村,1000212-004,121.7127734,24.5072643,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,澎湖縣,白沙鄉,岐頭村,1001603-006,119.6072188,23.65320143,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,屏東縣,潮州鎮,三共里,1001302-008,120.5457943,22.55941151,0.980,1,0.980,1,1.666,1,10.784,3,0.0000,0.98
2016/05/03,屏東縣,滿州鄉,九棚村,1001324-007,120.8731988,22.09706617,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,嘉義縣,義竹鄉,六桂村,1001010-003,120.2430184,23.33178416,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,嘉義縣,梅山鄉,梅北村,1001015-004,120.5497907,23.589175,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,屏東縣,潮州鎮,新榮里,1001302-003,120.5379261,22.54808317,3.883,1,2.912,1,9.756,4,68.932,4,0.0000,3.88
2016/05/03,台南市,關廟區,香洋里,6702900-003,120.3295567,22.96030784,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,台南市,關廟區,東勢里,6702900-008,120.3415567,22.95112206,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,台南市,佳里區,龍安里,6701200-018,120.1687975,23.12933758,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,台南市,北區,開元里,6703400-001,120.2222016,23.01351908,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,台南市,中西區,民生里,6703700-029,120.1916502,22.98968313,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,台南市,安平區,石門里,6703600-003,120.1660826,23.00084464,6.000,2,6.000,2,23.076,6,80.000,4,0.0000,6.00
2016/05/03,台北市,大同區,玉泉里,6300600-001,121.508644,25.05081736,1.818,1,1.818,1,4.166,2,5.454,2,0.0000,1.81
2016/05/03,台北市,北投區,關渡里,6301200-038,121.4677333,25.11763837,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,台中市,西屯區,何明里,6600600-030,120.6586729,24.16157568,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,苗栗縣,竹南鎮,港墘里,1000504-017,120.8490309,24.6690255,4.000,1,4.000,2,66.666,9,36.000,4,0.0000,4.00
2016/05/03,高雄市,大社區,三奶里,6401600-005,120.3415103,22.72429334,6.000,2,6.000,2,42.857,9,32.000,4,0.0000,6.00
2016/05/03,高雄市,大社區,三奶里,6401600-005,120.3415103,22.72429334,6.000,2,6.000,2,42.857,9,32.000,4,0.0000,6.00
2016/05/03,高雄市,楠梓區,瑞屏里,6400400-013,120.3077005,22.72265073,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,高雄市,仁武區,灣內里,6401700-002,120.3520219,22.68610607,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,台南市,安南區,溪北里,6703500-038,120.2128552,23.02627589,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,台南市,安南區,溪北里,6703500-038,120.2128552,23.02627589,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,高雄市,左營區,光輝里,6400300-016,120.297407,22.70763371,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,嘉義縣,竹崎鄉,紫雲村,1001014-010,120.5439871,23.49370198,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,嘉義縣,東石鄉,永屯村,1001009-006,120.169713,23.45391761,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,屏東縣,屏東市,潭墘里,1001301-075,120.4577639,22.67648333,2.515,1,1.257,1,7.692,3,27.044,3,0.0000,2.51
2016/05/03,屏東縣,潮州鎮,八爺里,1001302-012,120.5278618,22.53555453,0.934,1,0.934,1,4.761,2,14.953,3,0.0000,0.93
2016/05/03,桃園市,大溪區,瑞源里,6800300-022,121.2596581,24.87356309,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,桃園市,大溪區,南興里,6800300-021,121.2613437,24.90291819,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,新北市,林口區,中湖里,6501700-005,121.3758384,25.09536226,1.666,1,1.666,1,14.285,4,16.666,3,0.0000,1.66
2016/05/03,澎湖縣,馬公市,嵵裡里,1001601-031,119.5656152,23.52720338,2.000,1,2.000,1,1.785,1,100.000,4,0.0000,2.00
2016/05/03,澎湖縣,湖西鄉,紅羅村,1001602-007,119.6447767,23.58627408,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,屏東縣,新埤鄉,新埤村,1001315-001,120.5575501,22.46879503,1.818,1,1.818,1,16.666,5,0.000,0,0.0000,1.81
2016/05/03,花蓮縣,光復鄉,大華村,1001507-002,121.417351,23.66738176,2.000,1,2.000,1,8.333,3,0.000,0,0.0000,2.00
2016/05/03,花蓮縣,玉里鎮,中城里,1001503-001,121.3185379,23.32693198,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,澎湖縣,望安鄉,西安村,1001605-002,#N/A,#N/A,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,屏東縣,竹田鄉,頭崙村,1001314-005,120.5325525,22.59573137,2.000,1,2.000,1,6.250,3,0.000,0,0.0000,2.00
2016/05/03,澎湖縣,七美鄉,中和村,1001606-003,#N/A,#N/A,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,花蓮縣,花蓮市,民享里,1001501-033,121.6250863,24.00383268,0.000,0,0.000,0,,,0.000,0,0.0000,0.00
2016/05/03,花蓮縣,光復鄉,大安村,1001507-001,121.4233663,23.66367754,2.000,1,2.000,1,7.692,3,0.000,0,0.0000,2.00
2016/05/03,新北市,板橋區,崑崙里,6500100-098,121.4311495,24.99364969,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,高雄市,前鎮區,信義里,6400900-010,120.3145004,22.58362895,7.000,2,7.000,2,21.875,6,54.000,4,0.0000,7.00
2016/05/03,高雄市,旗津區,慈愛里,6401000-004,120.2702437,22.60987046,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,高雄市,鹽埕區,慈愛里,6400100-002,120.282738,22.63137969,5.000,2,0.000,0,21.052,6,0.000,0,0.0000,5.33
2016/05/03,苗栗縣,竹南鎮,照南里,1000504-002,120.8783851,24.68929824,2.000,1,2.000,1,33.333,8,24.000,3,0.0000,2.00
2016/05/03,高雄市,左營區,祥和里,6400300-012,120.3052582,22.69597566,0.000,0,0.000,0,25.000,6,0.000,0,0.0000,2.00
2016/05/03,高雄市,仁武區,文武里,6401700-007,120.3539132,22.70555068,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,高雄市,仁武區,後安里,6401700-011,120.3417418,22.71324168,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,台南市,東區,德高里,6703200-026,120.2356933,22.9661319,4.000,1,4.000,2,14.285,4,44.000,4,0.0000,4.00
2016/05/03,台南市,南區,光明里,6703300-011,120.186932,22.97233199,3.846,1,3.846,2,12.500,4,15.384,3,0.0000,3.84
2016/05/03,高雄市,鳳山區,老爺里,6401200-017,120.3457616,22.60739125,5.000,2,5.000,2,4.310,2,105.000,5,0.0000,5.00
2016/05/03,台南市,安平區,平安里,6703600-015,120.1757518,22.99875307,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,台北市,萬華區,福音里,6300700-008,121.5026931,25.03760952,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,台中市,西區,昇平里,6600400-015,120.6602475,24.14501053,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,台北市,內湖區,清白里,6301000-017,121.5973261,25.08146381,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,台中市,西屯區,逢福里,6600600-029,120.6496197,24.17446909,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,台南市,東區,大智里,6703200-003,120.2325416,22.96284423,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,屏東縣,屏東市,崇蘭里,1001301-073,120.4793451,22.68562456,1.000,1,1.000,1,2.564,2,15.000,3,0.0000,1.00
2016/05/03,屏東縣,潮州鎮,永春里,1001302-013,120.5325874,22.54405199,7.766,2,3.883,2,12.307,4,110.679,5,0.0291,7.76
2016/05/03,桃園市,龜山區,大同里,6800700-004,121.3459359,24.99054283,2.000,1,2.000,1,8.333,3,0.000,0,0.0000,2.00
2016/05/03,桃園市,中壢區,忠孝里,6800200-057,121.2547412,24.97813043,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,宜蘭縣,蘇澳鎮,南建里,1000203-023,121.8711072,24.5791161,1.666,1,1.666,1,33.333,8,5.000,2,0.0000,1.66
2016/05/03,澎湖縣,馬公市,虎井里,1001601-033,119.5259164,23.49047336,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,嘉義縣,梅山鄉,梅東村,1001015-001,120.5614893,23.57826023,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,澎湖縣,西嶼鄉,內垵村,1001604-010,#N/A,#N/A,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,屏東縣,恆春鎮,城北里,1001304-002,120.7465796,22.00632899,2.752,1,1.834,1,2.912,2,75.229,4,0.0000,2.75
2016/05/03,澎湖縣,馬公市,光明里,1001601-010,119.567968,23.57248069,4.000,1,4.000,2,8.000,3,30.000,3,0.0000,4.00
2016/05/03,澎湖縣,馬公市,朝陽里,1001601-011,119.5777323,23.57378281,2.000,1,2.000,1,3.846,2,100.000,4,0.0000,2.00
2016/05/03,嘉義縣,義竹鄉,東榮村,1001010-020,120.2331506,23.38303553,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,新北市,新莊區,中美里,6500500-011,121.4542495,25.04188865,0.000,0,0.000,0,,,0.000,0,0.0000,0.00
2016/05/03,宜蘭縣,蘇澳鎮,聖湖里,1000203-009,121.8364279,24.59302833,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,宜蘭縣,南澳鄉,碧候村,1000212-002,121.7704606,24.50688144,0.000,0,0.000,0,0.000,0,0.000,0,0.0000,0.00
2016/05/03,屏東縣,潮州鎮,富春里,1001302-014,120.5419961,22.53808789,4.854,2,3.883,2,7.462,3,139.805,5,0.0679,4.85
2016/05/03,桃園市,龜山區,南上里,6800700-011,121.3168167,25.03498611,10.000,3,4.000,2,12.820,4,0.000,0,0.0000,10.00
